locationID,latitude,longitude,date,voyageID,snow,airTemp,pressure,winddirection,windSpeed,gusts,rain,fog,thunder,hail,seaIce
18541,1803-08-31,-4.66667,-4.66667,Benjamin Page,RN,British,Cork,Trincomalee via Funchal,English,obsLanguage,English
20755,1804-08-07,13.45,13.45,Christopher Cole,RN,British,Plymouth,Penang (via Funchal),English,obsLanguage,English
20918,1814-02-26,48.85,48.85,James Halliburton,EIC,British,"Portsmouth, via St Helena",Benkuleu,English,obsLanguage,English
21649,1797-09-01,-0.683333,-0.683333,William Durban,RN,British,St Helena,Downs UK,English,obsLanguage,English
20337,1805-05-15,31.95,31.95,John Stuart,RN,British,Near Madeira,Antigua,English,obsLanguage,English
18736,1787-04-21,27.3833,27.3833,John Paiba,EIC,British,Downs,Java,English,obsLanguage,English
21435,1804-02-09,-35.2333,-35.2333,William Woodbridge,RN,British,Spithead,Madras,English,obsLanguage,English
20758,1806-09-03,46.5,46.5,George Heming,EIC,British,Plymouth,Rio de Janeiro,English,obsLanguage,English
21012,1806-12-14,-36.2333,-36.2333,George Heming,EIC,British,Rio de Janeiro,"Colombo, Ceylon",English,obsLanguage,English
20890,1808-06-15,48.8167,48.8167,George Heming,EIC,British,Portsmouth,"Diamond Harbour, Bengal",English,obsLanguage,English
20320,1803-10-14,-1.53333,-1.53333,Henry Leigh,EIC,British,Motherbank,St Helena,English,obsLanguage,English
17783,1801-07-11,36.0333,36.0333,John Harvey,RN,British,"Basse Terre Road, St Kitts",Spithead,English,obsLanguage,English
20336,1802-03-02,43.7,43.7,R.W Taylor,RN,British,"Nassau, Bahamas",Spithead,English,obsLanguage,English
18912,1799-11-10,30.15,30.15,William Bowen,RN,British,Funchal towards Azores and back,,English,obsLanguage,English
21442,1802-01-12,21.5,21.5,R.W Taylor,RN,British,Spithead,"Nassau, Bahamas",English,obsLanguage,English
18974,1771-07-04,57.4,57.4,,Hudson Bay Company,British,Gravesend,Moose,English,obsLanguage,English
21919,1807-01-03,-30.7167,-30.7167,Henry Leigh,EIC,British,Table Bay,London,English,obsLanguage,English
18182,1806-10-28,-36.6167,-36.6167,Henry Leigh,EIC,British,Bueno Aires,Cape,English,obsLanguage,English
18094,1807-08-20,-3.38333,-3.38333,George Heming,EIC,British,Bombay,Downs,English,obsLanguage,English
19308,1815-03-17,-13.4167,-13.4167,James Halliburton,EIC,British,Java Head via St Helena,Downs UK,English,obsLanguage,English
21928,1803-03-04,4.46667,4.46667,John Cramer,RN,British,Table Bay,Madras,English,obsLanguage,English
21048,1809-08-03,46.15,46.15,Philip Beaver,RN,British,Road Torn Tortola,The Downs,English,obsLanguage,English
21439,1798-07-27,6.48333,6.48333,Charles Adams,RN,British,Spithead,Mocha,English,obsLanguage,English
18095,1800-11-20,20.8667,20.8667,William Waller,RN,British,Bombay,Kedgeree,English,obsLanguage,English
21255,1804-08-26,14.1333,14.1333,John Ball,RN,British,Saugor Road,Madras,English,obsLanguage,English
21353,1796-05-25,38.0333,38.0333,Thomas Twysden,RN,British,Spithead,Barbados,English,obsLanguage,English
18531,1801-07-12,14.35,14.35,John Colville,RN,British,Cork,Barbados,English,obsLanguage,English
20870,1802-01-12,47.2333,47.2333,John Colville,RN,British,Port Royal Jamaica,Spithead,English,obsLanguage,English
19264,1789-03-07,-21.1,-21.1,Dick Gamage,EIC,British,Java Head,Downs,English,obsLanguage,English
19270,1787-05-18,-16.6833,-16.6833,Brodie Hepworth,EIC,British,Java Head,Downs UK,English,obsLanguage,English
18759,1789-04-11,14.05,14.05,Brodie Hepworth,EIC,British,Downs UK,Java Head,English,obsLanguage,English
20866,1790-11-18,40.6333,40.6333,,Merchant Navy,British,Port Royal Jamaica,Plymouth,English,obsLanguage,English
20714,1800-09-17,49.5833,49.5833,Henry Leigh,EIC,British,Plymouth,Calcutta,English,obsLanguage,English
20800,1800-04-07,37.8833,37.8833,Charles Ogle,RN,British,Port Antoio Jamaica,The Downs,English,obsLanguage,English
18749,1790-03-21,27.8333,27.8333,David Holme,EIC,British,Downs,St Helena,English,obsLanguage,English
21492,1793-06-21,9.85,9.85,Joseph Boulders,EIC,British,Spithead,Trindada,English,obsLanguage,English
21659,1790-06-07,-25.1333,-25.1333,David Holme,EIC,British,St Helena,Java,English,obsLanguage,English
18735,1786-05-25,-28.5333,-28.5333,Josiah Pryce,EIC,British,Downs,Java,English,obsLanguage,English
19291,1787-01-22,-7.15,-7.15,Josiah Pryce,EIC,British,Java Head,St Helena,English,obsLanguage,English
19278,1791-02-25,-11.2333,-11.2333,Josiah Pryce,EIC,British,Java Head,Long Reach,English,obsLanguage,English
18754,1793-02-13,4.4,4.4,Josiah Pryce,EIC,British,Downs ,Madras,English,obsLanguage,English
18838,1795-05-17,-25.75,-25.75,Henry Edward Stanhope,RN,British,Falmouth,Table Bay,English,obsLanguage,English
21914,1797-07-02,32.7,32.7,Jacob Waller,RN,British,Table Bay,Downs,English,obsLanguage,English
21306,1800-09-28,-25.4833,-25.4833,John Osborne,RN,British,Simons Bay,St Catharines (South America),English,obsLanguage,English
19273,1821-03-01,-18.9,-18.9,Henry Drummond,RN,British,Java Head,Downs via St Helena,English,obsLanguage,English
21257,1809-09-05,5.98333,5.98333,George Heming,EIC,British,Saugor  Roads,Downs,English,obsLanguage,English
18554,1793-05-18,-28.2667,-28.2667,Jeremiah Dawkins,EIC,British,Coxs Island (Bengal),Downs,English,obsLanguage,English
19279,1791-06-11,-35.7333,-35.7333,John Woodmore,EIC,British,Java Head,Long Reach,English,obsLanguage,English
19265,1790-03-05,-21.2667,-21.2667,Robert Drummond,EIC,British,Java Head,Downs,English,obsLanguage,English
19277,1788-06-19,-26.55,-26.55,John Paiba,EIC,British,Java Head,London,English,obsLanguage,English
19292,1794-05-31,-38.25,-38.25,James Young,EIC,British,Java Head,St Helena,English,obsLanguage,English
21194,1796-02-27,3.66667,3.66667,William Farrer,EIC,British,Sajor Road,St Helena,English,obsLanguage,English
18742,1797-01-23,-1.15,-1.15,William Farrer,EIC,British,Downs,Madras,English,obsLanguage,English
18772,1804-05-05,30.8,30.8,William Lyall,RN,British,Egg Island,"Murrays Anchorage, Bermuda",English,obsLanguage,English
20869,1804-12-27,25.15,25.15,Keith Maxwell,RN,British,Port Royal Jamaica,Plymouth,English,obsLanguage,English
21367,1804-03-13,22.7,22.7,Keith Maxwell,RN,British,Spithead,Carlise Bay via Funchal,English,obsLanguage,English
18311,1805-05-17,29.1667,29.1667,William Parker,RN,British,Cape St Vincent,Barbados,English,obsLanguage,English
20857,1806-07-09,32.5,32.5,Samual Hall,RN,British,Port Praya,"St Michaels, Azores",English,obsLanguage,English
17763,1806-09-26,49.4333,49.4333,John Stuart,RN,British,Barbados,Plymouth UK,English,obsLanguage,English
18085,1807-03-16,47.8333,47.8333,John Stuart,RN,British,Bermuda,Spithead,English,obsLanguage,English
21723,1807-05-11,39.55,39.55,James Agassiz,RN,British,St Johns,"Fayal, Azores",English,obsLanguage,English
17762,1806-07-23,30.9833,30.9833,William Parker,RN,British,Barbados,Newfoundland,English,obsLanguage,English
20473,1806-08-14,44.7,44.7,William Parker,RN,British,Newfoundland,Virginia,English,obsLanguage,English
21043,1808-01-13,-37.6,-37.6,,RN,British,River Plate,Table Bay,English,obsLanguage,English
18723,1789-02-09,-22.35,-22.35,Robert Drummond,EIC,British,Downs,Bombay,English,obsLanguage,English
22155,1793-07-24,24.5167,24.5167,James Young,EIC,British,UK,Java (xmas Island),English,obsLanguage,English
18700,1795-08-06,7.65,7.65,William Farrer,EIC,British,Deptford,Madras,English,obsLanguage,English
19872,1792-10-02,0.75,0.75,Matthew Boyd,EIC,British,London,Rio de Janeiro,English,obsLanguage,English
21015,1803-12-31,-6.33333,-6.33333,Charles Raill,EIC,British,Rio de Janeiro,"Diamond Harbour, Bengal",English,obsLanguage,English
22117,1811-04-07,-26.6667,-26.6667,Thomas Wilkinson,EIC,British,Torbay,"Bombay, via False Bay",English,obsLanguage,English
22108,1798-03-04,-31.3833,-31.3833,William Farrer,EIC,British,Timor,Downs,English,obsLanguage,English
20708,1822-03-30,20.2,20.2,Henry Drummond,EIC,British,Plymouth,Bombay,English,obsLanguage,English
18553,1824-02-24,43.4167,43.4167,Henry Drummond,EIC,British,Cowes Road,Bombay,English,obsLanguage,English
21817,1823-03-02,-34.6833,-34.6833,Henry Drummond,EIC,British,Sunda Strait,Downs,English,obsLanguage,English
22132,1803-12-11,25.65,25.65,Joseph Spear,RN,British,"Tortola Roads, St Thomas",Spithead,English,obsLanguage,English
21357,1803-06-01,24.3333,24.3333,Joseph Spear,RN,British,Spithead,Barbados,English,obsLanguage,English
18730,1814-09-10,38.25,38.25,,EIC,British,Downs,Calcutta,English,obsLanguage,English
20880,1806-07-04,18.6167,18.6167,George Richardson,EIC,British,Portsmouth,Bengal via St Helena,English,obsLanguage,English
20883,1809-05-03,41.4167,41.4167,George Richardson,EIC,British,Portsmouth,Bombay via Madeira and Johanna,English,obsLanguage,English
19906,1807-12-10,-28.0,-28.0,George Richardson,EIC,British,Madas,Downs via Table Bay and St Helena,English,obsLanguage,English
20792,1810-06-05,18.8333,18.8333,George Richardson,EIC,British,Point De Galle,Downs via St Helena,English,obsLanguage,English
20921,1788-02-01,-9.53333,-9.53333,R.W. Farrington,EIC,British,Prince of Wales Island (Penang),Gravesend,English,obsLanguage,English
18497,1775-09-27,49.55,49.55,,Hudson Bay Company,British,Churchill,London,English,obsLanguage,English
22259,1777-09-30,59.3833,59.3833,,Hudson Bay Company,British,York Factory,Gravesend,English,obsLanguage,English
20310,1778-10-25,55.9333,55.9333,,Hudson Bay Company,British,Moose,Gravesend,English,obsLanguage,English
18496,1782-09-12,57.55,57.55,,Hudson Bay Company,British,Churchill,Gravesend,English,obsLanguage,English
18979,1777-06-29,58.2833,58.2833,,Hudson Bay Company,British,Gravesend,York Factory,English,obsLanguage,English
18955,1779-07-22,57.4667,57.4667,William Christopher,Hudson Bay Company,British,Gravesend,Churchill,English,obsLanguage,English
20906,1804-03-27,22.5,22.5,John Skoltowe,EIC,British,Portsmouth,Penang via St Helena,English,obsLanguage,English
18726,1820-01-15,27.7667,27.7667,Charles Le Blanc,EIC,British,Downs,Bombay,English,obsLanguage,English
20689,1801-01-23,-31.85,-31.85,Robert Williams,EIC,British,Penang,Downs via St Helena,English,obsLanguage,English
18753,1802-10-04,-36.6833,-36.6833,Thomas Sanders,EIC,British,Downs ,Colombo,English,obsLanguage,English
20889,1804-10-09,22.9333,22.9333,Thomas Sanders,EIC,British,Portsmouth,"Diamond Harbour, Bengal",English,obsLanguage,English
18704,1805-08-13,19.4333,19.4333,Thomas Sanders,EIC,British,"Diamond Harbour, Bengal",Downs,English,obsLanguage,English
18718,1790-01-26,40.05,40.05,Josiah Pryce,EIC,British,Downs,"Benkulen, Sumatra",English,obsLanguage,English
19242,1807-12-27,30.7833,30.7833,James Tait,RN,British,Jamaica ,Downs,English,obsLanguage,English
21437,1807-03-12,46.9667,46.9667,William Hughes,RN,British,Spithead,Maldonado,English,obsLanguage,English
18552,1792-01-11,15.15,15.15,James Bissett,RN,British,Cowes Rd,Barbadoes,English,obsLanguage,English
18259,1750-12-11,8.1,8.1,Henry Broadly,EIC,British,Canton,Tillicherry,English,obsLanguage,English
19258,1752-03-06,-21.8833,-21.8833,Henry Broadly,EIC,British,Java,UK,English,obsLanguage,English
20322,1783-04-01,5.58333,5.58333,William Harington,EIC,British,Motherwell,Madras,English,obsLanguage,English
19302,1784-03-23,-31.6,-31.6,William Harington,EIC,British,Java Head,UK,English,obsLanguage,English
19305,1789-04-05,-13.5667,-13.5667,James Baldwin,EIC,British,Java Head,UK,English,obsLanguage,English
19303,1784-09-13,-12.3,-12.3,W. Williamson,EIC,British,Java Head,UK,English,obsLanguage,English
18717,1786-03-23,-23.0333,-23.0333,,EIC,British,Downs,Batavia (via St Helena),English,obsLanguage,English
18042,1787-04-06,-12.25,-12.25,,EIC,British,Batavia,UK,English,obsLanguage,English
17684,1773-04-01,41.8833,41.8833,Thomas Pasley,RN,British,Antigua,Spithead,English,obsLanguage,English
20027,1777-01-11,13.75,13.75,George Farmer,RN,British,Malacca,Madras,English,obsLanguage,English
19836,1751-09-09,39.3167,39.3167,Samuel Barrington,RN,British,Lisbon ,UK,English,obsLanguage,English
19352,1776-08-07,6.66667,6.66667,George Farmer,RN,British,Kedgeree,Malacca,English,obsLanguage,English
18743,1802-06-03,6.53333,6.53333,Thomas Barrow,EIC,British,Downs,Madras,English,obsLanguage,English
19272,1816-02-08,-6.41667,-6.41667,Hugh Scott,EIC,British,Java Head,Downs via St Helena,English,obsLanguage,English
18747,1815-04-22,22.0167,22.0167,Hugh Scott,EIC,British,Downs,Penang via St Helena,English,obsLanguage,English
18762,1816-04-10,3.75,3.75,James Coxwell,EIC,British,Downs UK,Sundu Strait via St Helena,English,obsLanguage,English
19985,1803-06-06,5.9,5.9,Peter Sampson,EIC,British,Madras,Downs UK via St Helena,English,obsLanguage,English
20316,1801-04-20,20.7,20.7,Peter Sampson,EIC,British,Motherbank,Madras,English,obsLanguage,English
18840,1818-05-20,-33.1,-33.1,Montgomerie Hamilton,EIC,British,Falmouth ,Bengal,English,obsLanguage,English
20694,1768-02-10,-19.5667,-19.5667,,EIC,British,Pisang (sumatra),Cape of Good Hope,English,obsLanguage,English
19268,1829-03-04,-34.65,-34.65,William Barrow,EIC,British,Java Head,Downs,English,obsLanguage,English
18746,1828-04-15,-32.6,-32.6,William Barrow,EIC,British,Downs,Malacca,English,obsLanguage,English
17727,1779-08-04,-34.5833,-34.5833,Richard Doveton,EIC,British,Bali,St Helena,English,obsLanguage,English
18072,1781-11-24,-34.15,-34.15,John Clements,EIC,British,Benkulen,St Helena,English,obsLanguage,English
20747,1778-03-01,12.75,12.75,Richard Doveton,EIC,British,Plymouth,Madras,English,obsLanguage,English
18751,1780-08-25,-18.2,-18.2,John Clements,EIC,British,Downs,Sumbava (E Bali),English,obsLanguage,English
19209,1753-12-20,-15.9833,-15.9833,Stephen Kirwan,EIC,British,Island of Bourbon,St Helena,English,obsLanguage,English
18756,1826-03-08,28.6667,28.6667,James Walter,EIC,British,Downs UK,Bengal,English,obsLanguage,English
19266,1803-04-03,35.6333,35.6333,James Tweedale,EIC,British,Java Head,Downs,English,obsLanguage,English
20028,1805-04-25,-2.01667,-2.01667,James Tweedale,EIC,British,Malacca,St Helena,English,obsLanguage,English
20902,1802-03-22,0.7,0.7,James Tweedale,EIC,British,Portsmouth,Madras,English,obsLanguage,English
20916,1804-09-26,-38.8333,-38.8333,James Tweedale,EIC,British,Portsmouth,Whampoe,English,obsLanguage,English
21805,1821-09-01,34.5333,34.5333,Coupland,,British,St Thomas,Falmouth,English,obsLanguage,English
22270,1799-10-11,58.5,58.5,,Hudson Bay Company,British,York Factory,Gravesend,English,obsLanguage,English
18990,1798-08-05,60.15,60.15,,Hudson Bay Company,British,Gravesend,York Factory,English,obsLanguage,English
19271,1824-02-05,-27.0167,-27.0167,John Patterson,EIC,British,Java Head,Downs UK,English,obsLanguage,English
18761,1823-02-11,5.0,5.0,John Patterson,EIC,British,Downs UK,St Helena,English,obsLanguage,English
21632,1823-05-12,-39.0333,-39.0333,John Patterson,EIC,British,St Helena,Benkulen,English,obsLanguage,English
18986,1787-07-01,57.7167,57.7167,,Hudson Bay Company,British,Gravesend,York Factory,English,obsLanguage,English
21815,1818-08-21,36.5833,36.5833,Coupland,,British,St Vincent ,Liverpool,English,obsLanguage,English
19989,1808-11-07,6.18333,6.18333,Dugald Macdougall,EIC,British,Madras,Motherbank,English,obsLanguage,English
18061,1810-12-01,-2.98333,-2.98333,Dugald Macdougall,EIC,British,Bengal,Downs,English,obsLanguage,English
20314,1808-01-12,-35.4,-35.4,Dugald Macdougall,EIC,British,Motherbank,Bengal,English,obsLanguage,English
20319,1810-03-26,37.0167,37.0167,Dugald Macdougall,EIC,British,Motherbank,Madras,English,obsLanguage,English
20903,1812-04-28,-18.8,-18.8,Dugald Macdougall,EIC,British,Portsmouth,Madras,English,obsLanguage,English
22130,1808-02-13,13.35,13.35,Sir Thomas Williams,RN,British,Torbay UK,Basse Terre,English,obsLanguage,English
17777,1808-03-29,39.3833,39.3833,Sir Thomas Williams,RN,British,Basse Terre,Plymouth,English,obsLanguage,English
18835,1807-05-22,-30.9667,-30.9667,John Tailour,RN,British,Falmouth,"Maldonado, River Plate ",English,obsLanguage,English
21911,1808-02-08,-40.1833,-40.1833,Gearoge Davies,RN,British,Table Bay,Calicut,English,obsLanguage,English
17597,1808-07-05,4.7,4.7,Gearoge Davies,RN,British,Achean Head,Bombay,English,obsLanguage,English
21256,1814-04-24,16.9167,16.9167,Capt Coupland,RN,British,Saugor Roads,Spithead,English,obsLanguage,English
19991,1805-01-19,-8.01667,-8.01667,George Welstead,EIC,British,Madras,Plymouth via St Helena,English,obsLanguage,English
18540,1805-11-09,-3.21667,-3.21667,Philip Herbert,EIC,British,Cork,Penang via Funchal and Table Bay,English,obsLanguage,English
18069,1751-04-04,-4.68333,-4.68333,A. Glover,EIC,British,Bengall,Deptford,English,obsLanguage,English
19062,1757-11-20,41.4,41.4,John ?,RN,British,Halifax,Portland England,English,obsLanguage,English
18312,1763-12-19,37.8333,37.8333,Charles Hudson,RN,British,Cape St Vincent,Lisbon,English,obsLanguage,English
18719,1804-02-23,28.6,28.6,Alex Henry Bond,EIC,British,Downs,Benkuleu,English,obsLanguage,English
20690,1805-08-15,27.8333,27.8333,Alex Henry Bond,EIC,British,Penang,Long Reach,English,obsLanguage,English
20688,1807-06-10,37.9667,37.9667,Luke Dodds,EIC,British,Penang,Downs,English,obsLanguage,English
20882,1806-04-10,3.2,3.2,Luke Dodds,EIC,British,Portsmouth,Bombay,English,obsLanguage,English
21453,1811-06-08,-12.0833,-12.0833,J Collins,EIC,British,Spithead,Penang Via Simons Bay,English,obsLanguage,English
20879,1809-07-09,48.8167,48.8167,John Stuart,EIC,British,Portsmouth,Bengal Via Maderia,English,obsLanguage,English
21303,1810-06-25,-28.8833,-28.8833,John Stuart,EIC,British,Simons Bay,Madras,English,obsLanguage,English
18064,1780-12-27,2.08333,2.08333,Burnet Abercromby,EIC,British,Bengal,Downs via St Helena,English,obsLanguage,English
19260,1784-08-14,35.4,35.4,Henry Churchhill,EIC,British,Java Head,Bristol Channel,English,obsLanguage,English
19267,1824-04-16,4.58333,4.58333,Richard Rawes,EIC,British,Java Head,Downs,English,obsLanguage,English
18752,1823-06-07,-17.5667,-17.5667,Richard Rawes,EIC,British,Downs,Sunda Straight,English,obsLanguage,English
20901,1803-04-22,38.8,38.8,William Maxwell,EIC,British,Portsmouth,Madras,cloudy,clearness,English
21253,1804-04-08,1.85,1.85,William Maxwell,EIC,British,Sauger Roads ,Downs,English,obsLanguage,English
19037,1808-11-05,38.6667,38.6667,John Dick,RN,British,Halifax,Barbados,English,obsLanguage,English
21812,1809-03-30,26.0333,26.0333,John Dick,RN,British,"St Thomas, Virgin Islands",Halifax,English,obsLanguage,English
19050,1809-05-26,35.25,35.25,John Dick,RN,British,Halifax,Delgada Bay,English,obsLanguage,English
18692,1809-07-27,41.3167,41.3167,John Dick,RN,British,Delgada Bay,Halifax,English,obsLanguage,English
21404,1813-07-26,45.4,45.4,Edward Griffith,RN,British,Spithead,Halifax,English,obsLanguage,English
18760,1825-02-14,4.45,4.45,John Patterson,EIC,British,Downs UK,Penang,English,obsLanguage,English
20722,1823-09-28,48.1667,48.1667,,RN,British,Plymouth,Funchal,English,obsLanguage,English
21011,1824-06-19,-31.8333,-31.8333,,RN,British,Rio de Janeiro,Cape of Good Hope,English,obsLanguage,English
21305,1824-08-07,-18.7667,-18.7667,,RN,British,Simons Bay,Rio de Janeiro,English,obsLanguage,English
22001,1823-11-15,-22.7667,-22.7667,,RN,British,Teneriffe,Rio de Janeiro,English,obsLanguage,English
20033,1824-11-27,-23.8667,-23.8667,Frederick Hunn,RN,British,Maldonado,Rio de Janeiro,English,obsLanguage,English
18566,1759-10-29,18.9667,18.9667,Maurice Suckling,RN,British,Cruising off Port Royal,,English,obsLanguage,English
19861,1794-03-24,-31.8833,-31.8833,Matthew Boyd,EIC,British,Lombock (nr Bali),St Helena,English,obsLanguage,English
21023,1792-12-05,-38.3667,-38.3667,Matthew Boyd,EIC,British,Rio de Janeiro,Port Jackson,English,obsLanguage,English
20756,1814-11-10,49.35,49.35,Henry Duncan,RN,British,Plymouth,Plymouth,English,obsLanguage,English
20804,1827-10-18,9.66667,9.66667,Lord John Spencer Churchill,RN,British,Porta Praya,Table Bay,English,obsLanguage,English
21737,1795-10-21,46.05,46.05,Henry Desteree Darby,RN,British,St Johns Newfoundland,Lisbon,English,obsLanguage,English
19096,1794-10-03,49.0,49.0,Thomas Affleck,RN,British,Havanna,Liverpool,English,obsLanguage,English
20893,1791-04-15,43.85,43.85,Issac Coffin,RN,British,Portsmouth,Halifax,English,obsLanguage,English
21438,1799-01-30,6.15,6.15,Richard H. A. Bailey,RN,British,Spithead,Martinico,English,obsLanguage,English
19275,1786-05-15,43.0167,43.0167,Allen Cooper,EIC,British,Java Head,Gravesend,English,obsLanguage,English
19356,1801-05-03,0.3,0.3,Mungo Gilmore,EIC,British,Kedgeree,St Helena,English,obsLanguage,English
21727,1795-07-17,40.3,40.3,Charles Sawyer,RN,British,St johns Antigua,Spithead,English,obsLanguage,English
21546,1793-09-17,28.7667,28.7667,Christopher Parker,RN,British,St Christophers (Basse Terre),Carlise Bay Barbados,English,obsLanguage,English
18823,1793-12-01,28.4167,28.4167,John Markham,RN,British,Falmouth,Barbados,English,obsLanguage,English
20075,1794-12-30,51.2,51.2,George Grey ,RN,British,Martinique,Plymouth,English,obsLanguage,English
20850,1784-03-15,33.35,33.35,Edward Marsh,RN,British,Porto Praya,Spithead,English,obsLanguage,English
19984,1788-02-19,-32.0167,-32.0167,Thomas Robertson,EIC,British,Madras,Downs,English,obsLanguage,English
22223,1786-03-29,-29.6333,-29.6333,Thomas Robertson,EIC,British,Wampoe,UK,English,obsLanguage,English
18977,1785-06-17,-36.2,-36.2,Thomas Robertson,EIC,British,Gravesend,Wampoe,English,obsLanguage,English
22158,1787-05-06,-36.5167,-36.5167,Thomas Robertson,EIC,British,UK,Madras,English,obsLanguage,English
18741,1789-04-16,-26.3667,-26.3667,Thomas Robertson,EIC,British,Downs,Madras,English,obsLanguage,English
21355,1803-10-26,22.55,22.55,John Ayscough,RN,British,Spithead,Barbados,English,obsLanguage,English
21930,1800-05-22,26.3833,26.3833,John Lee,RN,British,Table Bay,Nore,English,obsLanguage,English
21308,1797-01-03,-33.6167,-33.6167,John Spranger,RN,British,Simons Bay,Table Bay,English,obsLanguage,English
21463,1796-03-20,42.4167,42.4167,Edward Buller,RN,British,Spithead,Simons Bay,English,obsLanguage,English
21963,1798-05-06,49.0167,49.0167,Charles Brisbane,RN,British,Table Bay ,Spithead,English,obsLanguage,English
20927,1800-01-15,-34.25,-34.25,Charles Elphinstone,RN,British,Princes Island,Table Bay,English,obsLanguage,English
21938,1801-04-13,-34.3667,-34.3667,Charles Elphinstone,RN,British,Table Bay,Rodriguez,English,obsLanguage,English
18833,1794-01-02,-19.65,-19.65,Mathew Smith,RN,British,Falmouth,Madras,English,obsLanguage,English
21304,1800-08-08,-33.6333,-33.6333,Charles Elphinstone,RN,British,Simons Bay,Rio de Janeiro,English,obsLanguage,English
20255,1800-12-25,-33.5833,-33.5833,Charles Elphinstone,RN,British,Montevideo,Table Bay,English,obsLanguage,English
19221,1799-09-09,43.1,43.1,Thomas White,RN,British,Jamaica,Downs UK,English,obsLanguage,English
18543,1793-05-21,46.2167,46.2167,Joseph Ellison,RN,British,Cork (western approaches),Plymouth,English,obsLanguage,English
20790,1793-08-31,51.2,51.2,Joseph Ellison,RN,British,Plymouth via Lisbon,,English,obsLanguage,English
20009,1766-01-02,-27.6667,-27.6667,,EIC,British,Madras,UK,English,obsLanguage,English
19261,1771-03-06,-16.1167,-16.1167,,EIC,British,Java Head,Downs,English,obsLanguage,English
22149,1769-07-30,-38.1,-38.1,,EIC,British,UK,Benkulen,English,obsLanguage,English
19281,1793-01-14,-10.8833,-10.8833,John Churchill,EIC,British,Java Head,Portsmouth,English,obsLanguage,English
